ProjectID,Comments
11373190,    Update README.md
11373190,    added arfcn parameter to the receiver
11373240,    Update README.md
11373240,    
11373240,    Added description of the repository and what tools we have and what we want to have.
11373240,    Initial commit
11373392,    Initial commit
11373743,    Update README.md
11373743,    First version
11373743,    Initial commit
10556305,    :memo: Remove tests from readme
10556305,    Update README.md
10556305,    Update README.md
10556305,    Update README.md
10556305,    Update README.md
10556305,    Rename task-planner to catchup-web
10556305,    Setup codeship
10556305,    Put badges on README [ci skip]
10556305,    
10556305,    Specifically:
10556305,    * Code Climate
10556305,    * Travis Build Status
11334394,    added a description for this Insight project.
11334394,    Initial commit
11336545,    Changed the Readme.md
11338392,    Update README.md
11338392,    comments and restructuring
11338392,    Update README.md
11338392,    Update README.md
11338392,    Update README.md
11338392,    Create README.md
11338392,    Update README.md
11338392,    readme added
11338392,    Update README.md
11338392,    readme added
11338392,    Update README.md
11338392,    Update README.md
11338392,    ready to begin RSS feeds
11338392,    readme added
11338966,    Added polygons translation
11338966,    Roses and grapes
11338966,    Added polygons translation
11338994,    Rename README.rdoc to README.md
11338994,    Update README.rdoc
11338994,    initial commit
11339196,    Initial commit
11341707,    added README
11341707,    Initial commit
11341707,"    js in separate files, cosmetic clean-up and commenting"
11342579,"    Web app stuff, adding bayesian estimation of state comment rates, css and js file updates"
11343239,    Initial theme setup & branding.
11343454,    first commit
11345254,    add all
11349419,    :memo: Remove tests from readme
11349419,    Update README.md
11349419,    Update README.md
11349419,    Update README.md
11349419,    Update README.md
11349419,    Rename task-planner to catchup-web
11349419,    Setup codeship
11349419,    Put badges on README [ci skip]
11349419,    
11349419,    Specifically:
11349419,    * Code Climate
11349419,    * Travis Build Status
11351596,    Update README.md
11351596,    Added download url for binding.
11351596,    Printed latitude and longitude bundary.
11351596,    init
11352746,    Initial commit
11352746,    Added a local version of varnam webapp
11352881,    added gems used to readme
11352881,"    Chairperson is able to manage and view contributions, can mark when donatin is received. closed #11"
11352881,    Initial commit
11353782,    Slider nav fixed.
11353782,    Readme.
11353782,    Readme.
11356515,    persist to db
11356515,    _
11356515,    styling
11358303,    Switch to LESS based Patternfly 1.3.0.
11358303,    Add skeleton spec file and README.
11358303,    Initial commit.
11359520,    Initial commit
11361197,    Improve the README
11363772,    Initialize website git repository
11363772,    Initialize website git repository
11363988,    django first setup
11363988,    first commit
11364631,    Initial commit
11366724,    Initial commit
11366724,    first commit www folder
11366724,    mvc app start
11368058,    Initial commit
11369078,    [FIX] Documentation problem with DNS.
11369078,    [ADD] Documentation: Troubleshooting section
11369078,    [IMP] Documentation with a tutorial for installation + add a LICENSE.
11369078,    [WIP] Add a test for nginx
11369078,    [ADD] README file to explain quickly some tricks
11369078,    [WIP] work in progress - Improve script that create home user
11369078,    [IMP] Documentation with a tutorial for installation + add a LICENSE.
11369180,    changed readme.
11369180,    initial license
11369180,    now merging submodules.
11369180,    trying to exclude parts of the app as submodules
11370758,    Fixed website address
11370758,    changed readme again
11370758,    changed readme again
11370758,    changed readme and added themes folders
11370758,    Initial commit
11370758,    Update readme to point to new separate documentation repository.
11370758,    add draft feature
11370758,    add mission
11370758,    release 0.3.0
11370758,    License should be MIT.
11370758,    bump to 0.2.13
11370758,    Bump to 0.2.9
11370758,    bump to 0.2.8
11370758,    
11370758,    Forgot about my buddy @metalelf0 =/
11370758,    bump to 0.2.7
11370758,    bump version : 0.2.0
11370758,    update contributing instructions
11370758,    version 0.1.0
11370758,    version 0.0.1
11370758,    added themes files
11372689,    rails_apps_composer: add README files
11372689,    rails_apps_composer: add README files
11077179,    Upgrade to tool_adhoc 3.0
11077179,    Update readme
11077179,    More readme updates
11077179,    Update readmes
11077179,    Update refs
11077179,    Pad out readme a little
11077179,    Update README.md
11077179,    Update README.md
11077179,    Update README.md
11077179,    Update README.md
11077179,    Move to admin/tool
11077179,    Initial commit
11077179,    Add cron queue
11077179,    Upgrade to tool_adhoc 3.0
11077179,    More readme updates
11077179,    Update readmes
11077179,    Add subplugins.php
11077179,    Update readme
11077179,    Add cron queue
11334246,    Update README.md
11334246,    Update README.md
11334246,    Update README.md
11334246,    Update README.md
11334246,    Create README.md
11334387,    Add reactor
11334387,    Initial commit
11334464,    Initial commit
11334470,    archive repository
11334470,    change syntax in readme
11334470,    mark as obsolete in readme
11334470,"    next try, correct absolute screen urls"
11334470,"    changing links for screens, needs absolute urls for processwire module"
11334470,    updating readme
11334470,    updating readme
11334470,    updating readme
11334470,    updating readme and adding some screen shots
11334470,    made customfields configurable
11334470,    updating read me
11334470,    initial commit
11334470,    adding the MIT License
11334488,    Initial commit
11334684,    Removing again to subfolder
11334684,    Initial Commit
11334685,    [TASK] Improve and rename readme file
11334710,    Daniel Fuentes
11334710,    
11334710,    Info
11334725,    Initial commit
11334725,    New Process Started... Installing framework
11334725,    New Process Started... Installing framework
11334725,    New Process Started... Installing framework
11334725,    New Process Started... Installing framework
11334725,    New Process Started... Installing framework
11334725,    New Process Started... Installing framework
11334725,    New Process Started... Installing framework
11334725,    New Process Started... Installing framework
11334725,    New Process Started... Installing framework
11334725,    New Process Started... Installing framework
11334861,    v1.5
11334861,    v1.5
11334861,    v1.3
11334861,    v1.2
11334861,    bugfixes
11334861,    Versioninfo
11334861,    Versioninfo
11334861,    Initial commit
11334861,    Initial commit
11334861,    Initial commit
11334932,    Initial commit
11334949,    Remove phpci from readme
11334949,"    Fixed README, started enhanced tests"
11334949,    Implementing inline import and default values
11334949,    Added SLinside badge
11334949,    Fixed directory structure to comply with KNP best practices
11334949,    Update README.md
11334949,    Update README.md
11334949,    
11334949,    added some prose
11334949,    Update README.md
11334949,    
11334949,    url fix
11334949,    added travis status to README
11334949,    Update README.md
11334949,    
11334949,    added phpci build status
11334949,    Initial commit
11335005,    update for v4.1.1
11335005,    update for v4.1.0
11335005,    update for v4.0.0
11335005,    update for v3.6.1
11335005,    add contributors section and info on contributing
11335005,    add changelog file to cleanup readme
11335005,    update for v3.6.0
11335005,    update for v3.5.1
11335005,    fix proper paths in readme for new styles directory
11335005,    update for v3.5.0
11335005,    update for v3.4.8
11335005,    Update README.md
11335005,    
11335005,"    Minor Spelling error in ""vendor"", line 21."
11335005,"    fix navigation class spelling error, fixes #6"
11335005,    update for v3.4.6
11335005,    update to v3.4.5
11335005,    update for v3.4.4
11335005,    v3.4.3
11335005,    update for 3.4.2
11335005,"    update grunt dependencies, switch to load-grunt-tasks, restructure deploy task based on grunt-rsync updates"
11335005,    manually manage js plugins in gruntfile for more granular control
11335005,    update for v3.3
11335005,    update for v3.2
11335005,"    update wording, credit grunt"
11335005,    update for v3.1
11335005,    update for v3.0
11335005,    update to v2.6.7
11335005,    update to 2.6.6
11335005,    update to v2.6.5
11335005,    update to v2.6.4
11335005,    update for v2.6.3
11335005,    update for v2.6.2
11335005,    update to v2.6.1
11335005,    update for v2.6
11335005,    update for v2.6
11335005,    fix typos
11335005,    update for v2.5
11335005,    add Compass credit
11335005,    add compass info to readme
11335005,"    add compass, tweak mixins"
11335005,"    readme update, link fix"
11335005,    readme typo fix
11335005,    version 2.0
11335005,    
11335005,    see README.md for changes
11335369,    Initial commit
11335396,    Make repo obsolete
11335423,    Initial commit
11335423,    Stuff that has been here for a long time.
11335423,    Stuff that has been here for a long time.
11335423,    Stuff that has been here for a long time.
11335464,    Inicial Commit
11335555,    Update README.md
11335555,    Update README.md
11335555,    Update README.md
11335555,    Update README.md
11335555,    Update README.md
11335555,    Update README.md
11335555,    Update README.md
11335555,    Update README.md
11335555,    Update README.md
11335555,    Initial commit
11335795,    Added installation and usage info to readme.md
11335795,    Updated readme.md
11335795,    Initial commit
11335957,    Switch to new Deskpro API client
11335957,    UPdate version of mpdf/mpdf package
11335957,    Update README.md
11335957,    Update README.md
11335957,    Add link to composer site'
11335957,    first commit
11335996,    Initial Commit
11336017,    Update README.md
11336017,    Update README.md
11336017,    Initial commit
11336053,    Create README.md
11336099,    readme fix
11336099,    Readme fix.
11336099,    ManyToOne association cache added.
11336099,    
11336099,    Signed-off-by: Kruglov Kirill <kruglov@intaro.ru>
11336099,    Reamde fix.
11336099,    Changed mechanics of cache tags work
11336099,    readme fix
11336099,    Readme updated
11336099,    init commit
11336144,    init commit
11336144,    
11336144,    git-svn-id: https://plugins.svn.wordpress.org/spotim/trunk@957440 b8457f37-d9ea-0310-8a92-e5e31aec5664
11336255,    Updated README's to match directory relocation
11336255,    Refined future features list in README
11336255,    Added license and copyright notice in source files
11336255,    Server doesn't print share too much internal info
11336255,    Significant relocation of several directories
11336255,    
11336255,    The goal is to put directories that should be served outside the server document root
11336255,    Some improvements to code documentation
11336255,    
11336255,    (more to follow)
11336255,    Added some documentation about the webapp.
11336255,    
11336255,"    Mostly, as it applies to the whole QIIMEIntegration proejct"
11336255,    Added comments to outline future steps in project
11336255,    Made taxonomy assignment optional
11336255,    
11336255,    Also updated README file
11336255,    Added steps for QIIME phylogeny analysis to script
11336255,    Added notes on installation process
11336255,    Initial commit
11336255,    Updated README's to match directory relocation
11336255,    Significant relocation of several directories
11336255,    
11336255,    The goal is to put directories that should be served outside the server document root
11336255,    Added more documentation
11336255,    Added license and copyright notice in source files
11336255,    Significant relocation of several directories
11336255,    
11336255,    The goal is to put directories that should be served outside the server document root
11336255,    Added README specifying formal test layout
11336255,    
11336255,"    Changed Controller, Util, and Database tests to match that layout"
11336255,    Added license and copyright notice in source files
11336292,    Update readme
11336292,    Add example output
11336292,    initial commit
11336292,    Initial commit
11336354,    Iniciando REPO com gitignore e README
11336473,    Update README.md
11336473,    sample code
11336648,    initial commit
11336648,    initial commit
11336648,    update
11336648,    update
11336648,    initial commit
11336648,    initial commit
11336648,    initial commit
11336648,    initial commit
11336648,    initial commit
11336648,    add smushit and db manager
11336648,    initial commit
11336648,    initial commit
11336648,    initial commit
11336648,    initial commit
11336648,    initial commit
11336648,    initial commit
11336648,    initial commit
11336648,    initial commit
11336648,    initial commit
11336648,    initial commit
11336668,    [DOC] Update doc
11336668,    [DOC] Update doc
11336668,    Update README.md
11336668,    [DOC] Fix some doc things
11336668,    [BUGFIX] Protect query debug in mail
11336668,    [FEATURE] Now compatible 6.2.x-7.6.x    and small update on the doc
11336668,    [FEATURE] Now compatible 6.2.x-7.6.x    and small update on the doc
11336668,    [DOC] Fix some doc things
11336686,    Initial commit
11336686,    pagination class
11336686,    insert library
11336686,    pagination class
11336750,    Initial upload of working files for post-update site
11336750,    Initial commit
11336815,    Initial commit
11336926,    Update README.md
11336926,    Update README.md
11336926,    Update README.md
11336926,    Create README.md
11336968,    Create README.md
11337008,    Refactoring Auth classes
11337008,    Added some examples
11337008,    Added some examples
11337270,    Readme update
11337270,    Readme update
11337270,    Readme update
11337270,    Readme update
11337270,    Readme update
11337270,    Readme update
11337270,    Readme update
11337270,    Updating README
11337270,    Updating README
11337270,    Updating README
11337270,    Updating README
11337270,    Initial commit
11337334,    initial
11337364,    Initial commit
11337557,    Initial commit
11337704,    Adjusting README
11337704,    Options page for homepage [#26]
11337704,    
11337704,    - Added Advanced Custom Fields Plugin
11337704,    - Added Options Page add-on
11337704,    - Registered fields in functions.php
11337704,    Adding jetpack
11338075,    Update README.md
11338075,    Update README.md
11338075,    first commit
11338207,    Update readme.md
11338207,    Replaced the default Laravel readme.
11338207,    Initial commit.
11338245,    creando proyecto
11338245,    creando proyecto
11338245,    htfhf
11338245,    htfhf
11338245,    htfhf
11338245,    htfhf
11338245,    htfhf
11338245,    htfhf
11338245,    htfhf
11338245,    htfhf
11338245,    creando proyecto
11338245,    htfhf
11338245,    htfhf
11338245,    htfhf
11338245,    htfhf
11338245,    htfhf
11338245,    htfhf
11338245,    htfhf
11338245,    htfhf
11338245,    htfhf
11338245,    htfhf
11338245,    htfhf
11338245,    htfhf
11338245,    htfhf
11338245,    htfhf
11338245,    htfhf
11338245,    htfhf
11338245,    htfhf
11338245,    htfhf
11338245,    htfhf
11338245,    htfhf
11338245,    htfhf
11338245,    htfhf
11338245,    htfhf
11338245,    htfhf
11338245,    htfhf
11338245,    htfhf
11338245,    htfhf
11338245,    htfhf
11338459,    Update README.md
11338459,    Update README.md
11338459,    Create README.md
11338531,    Update logo
11338531,    Update readme on extendTrial
11338531,    Extend trials and some fixes
11338531,    Support for 5.1 and update readme
11338531,    Updated Readme (command name)
11338531,"    CS Fixes, TravisCI and StyleCI badges"
11338531,    Update readme
11338531,    Update to Laravel 5 and Laravel Cashier 3.0
11338531,    Change suggested version
11338531,    Updated Readme. Specified version for conekta-php. Updated License
11338531,    Renaming namespaces to comply with new root folder
11338531,    Updated authors and readme
11338531,    Updated Readme
11338531,    Updated Readme
11338531,    Package created
11338531,"    Stripe webhooks send an HTTP POST request, not GET."
11338531,    Typo in readme
11338531,    Update readme.md
11338531,    Smaller headings.
11338531,    Headings on configuration.
11338531,    Fix typo.
11338531,    Note on increment and decrement.
11338531,    Add to documentation.
11338531,    Document handling failed payments.
11338531,    Fixed typo in readme.md
11338531,    
11338531,"    Changed ""Stripe plane:"" to ""Stripe plan:""."
11338531,    Updating readme.
11338531,    wording.
11338531,    update readme.
11338531,    update readme.
11338531,    remove extra paren.
11338531,    update readme.
11338531,    php.
11338531,    use
11338531,    working on readme.
11338531,    added version note to readme.
11338531,    first.
11338639,    adds unused backmatter
11338639,    spacing
11338639,    updates readme
11338639,    adds code
11338639,    initial commit
11338639,    adds unused backmatter
11338639,    initial commit
11338644,    readme rewrite
11338644,    first commit
11338644,    install yii and yiinitializr
11338644,    install yii and yiinitializr
11338644,    install yii and yiinitializr
11338644,    install yii and yiinitializr
11338644,    install yii and yiinitializr
11338644,    install yii and yiinitializr
11338644,    install yii and yiinitializr
11338644,    install yii and yiinitializr
11338644,    install yii and yiinitializr
11338644,    install yii and yiinitializr
11338644,    install yii and yiinitializr
11338644,    install yii and yiinitializr
11338644,    first commit
11338644,    install yii and yiinitializr
11338644,    install yii and yiinitializr
11338644,    install yii and yiinitializr
11338644,    install yii and yiinitializr
11338644,    install yii and yiinitializr
11338644,    install yii and yiinitializr
11338644,    install yii and yiinitializr
11338644,    install yii and yiinitializr
11338644,    install yii and yiinitializr
11338644,    install yii and yiinitializr
11338644,    install yii and yiinitializr
11338644,    install yii and yiinitializr
11338644,    install yii and yiinitializr
11338644,    install yii and yiinitializr
11338644,    install yii and yiinitializr
11338644,    install yii and yiinitializr
11338644,    install yii and yiinitializr
11338644,    install yii and yiinitializr
11338644,    install yii and yiinitializr
11338644,    install yii and yiinitializr
11338792,    Initial commit
11338792,    Initial commit
11338792,    Initial commit
11338792,    Initial commit
11338792,    Initial commit
11338938,    First Commit
11338938,    
11338938,    Fly away preschool
11338993,    Create README.md
11339082,    user-roles-table-for-bbpress: Initial commit
11339082,    polldaddy-for-bbpress: tag version 1.0.2
11339082,    polldaddy-for-bbpress: tag version 1.0.1
11339082,    polldaddy-for-bbpress: tag version 1.0
11339082,    polldaddy-for-bbpress: initial commit of version 1.0 to trunk
11339082,    http-authentication-for-bbpress: Tagged version 0.1.1
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,    user-roles-table-for-bbpress: Tag version 1.2
11339082,    polldaddy-for-bbpress: tag version 1.0.2
11339082,    polldaddy-for-bbpress: tag version 1.0.1
11339082,    polldaddy-for-bbpress: tag version 1.0
11339082,    polldaddy-for-bbpress: initial commit of version 1.0 to trunk
11339082,    http-authentication-for-bbpress: Tagged version 0.1.1
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,    user-roles-table-for-bbpress: Tag version 1.1
11339082,    polldaddy-for-bbpress: tag version 1.0.2
11339082,    polldaddy-for-bbpress: tag version 1.0.1
11339082,    polldaddy-for-bbpress: tag version 1.0
11339082,    polldaddy-for-bbpress: initial commit of version 1.0 to trunk
11339082,    http-authentication-for-bbpress: Tagged version 0.1.1
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,    user-roles-table-for-bbpress: Tag version 1.0
11339082,    polldaddy-for-bbpress: tag version 1.0.2
11339082,    polldaddy-for-bbpress: tag version 1.0.1
11339082,    polldaddy-for-bbpress: tag version 1.0
11339082,    polldaddy-for-bbpress: initial commit of version 1.0 to trunk
11339082,    http-authentication-for-bbpress: Tagged version 0.1.1
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,    Initial release
11339082,    polldaddy-for-bbpress: tag version 1.0.2
11339082,    polldaddy-for-bbpress: tag version 1.0.1
11339082,    polldaddy-for-bbpress: tag version 1.0
11339082,    polldaddy-for-bbpress: initial commit of version 1.0 to trunk
11339082,    http-authentication-for-bbpress: Tagged version 0.1.1
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,    Initial release
11339082,    polldaddy-for-bbpress: tag version 1.0.2
11339082,    polldaddy-for-bbpress: tag version 1.0.1
11339082,    polldaddy-for-bbpress: tag version 1.0
11339082,    polldaddy-for-bbpress: initial commit of version 1.0 to trunk
11339082,    http-authentication-for-bbpress: Tagged version 0.1.1
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,    0.2 with modified redirect and italian localization
11339082,    polldaddy-for-bbpress: tag version 1.0.2
11339082,    polldaddy-for-bbpress: tag version 1.0.1
11339082,    polldaddy-for-bbpress: tag version 1.0
11339082,    polldaddy-for-bbpress: initial commit of version 1.0 to trunk
11339082,    http-authentication-for-bbpress: Tagged version 0.1.1
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,    Upload 1.0-beta to trunk
11339082,    Fixed no  in PHP4.
11339082,"    * Change method for deletion, no binding of pluggable function"
11339082,    - Remove manual deletion
11339082,    + Add Complete deactivation
11339082,"    First commit to bbPress plugins repo, added readme.txt"
11339082,    initial release
11339082,    polldaddy-for-bbpress: tag version 1.0.2
11339082,    polldaddy-for-bbpress: tag version 1.0.1
11339082,    polldaddy-for-bbpress: tag version 1.0
11339082,    polldaddy-for-bbpress: initial commit of version 1.0 to trunk
11339082,    http-authentication-for-bbpress: Tagged version 0.1.1
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,    initial release
11339082,    polldaddy-for-bbpress: tag version 1.0.2
11339082,    polldaddy-for-bbpress: tag version 1.0.1
11339082,    polldaddy-for-bbpress: tag version 1.0
11339082,    polldaddy-for-bbpress: initial commit of version 1.0 to trunk
11339082,    http-authentication-for-bbpress: Tagged version 0.1.1
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,    support-forum: Fix javascript bug in admin pages. Tag version 2.3.4
11339082,    http-authentication-for-bbpress: Tagged version 0.1.1
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,"    support-forum: Made PHP4 compatible, tagged version 2.0.3"
11339082,    http-authentication-for-bbpress: Tagged version 0.1.1
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,    support-forum: Tag version 3.0.5
11339082,    http-authentication-for-bbpress: Tagged version 0.1.1
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,    support-forum: tagged version 3.0.2
11339082,    http-authentication-for-bbpress: Tagged version 0.1.1
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,    support-forum: Added the ability to create views for each support status. Tagged version 2.2
11339082,    http-authentication-for-bbpress: Tagged version 0.1.1
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,    support-forum: Tagged version 2.3.3
11339082,    http-authentication-for-bbpress: Tagged version 0.1.1
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,    support-forum: Updated to and tagged version 2.0.2 - fixes a minor display issue.
11339082,    http-authentication-for-bbpress: Tagged version 0.1.1
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,    support-forum: tag version 3.0.4
11339082,    http-authentication-for-bbpress: Tagged version 0.1.1
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,"    support-forum: Tagged version 2.3.5, various fixes and enhancements"
11339082,    http-authentication-for-bbpress: Tagged version 0.1.1
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,"    support-forum: Pass $support_forum object by reference for latest WP add_filter() and add_action() methods, tagged version 2.3.2, props mdawaffe."
11339082,    http-authentication-for-bbpress: Tagged version 0.1.1
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,    support-forum: tag version 3.0.3
11339082,    http-authentication-for-bbpress: Tagged version 0.1.1
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,    support-forum:
11339082,    
11339082,    * Added the option for the topic creator to set the status on creation.
11339082,    * Added the option to allow the topic creator to change the status of the topic.
11339082,    * Tightened up the permissions so that only those who can change others topics can generally change the status
11339082,    * Slightly better formatting of the admin page
11339082,    
11339082,    Tagged version 2.3
11339082,    http-authentication-for-bbpress: Tagged version 0.1.1
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,"    support-forum: Updated to and tagged version 2.0 - multiple changes, see readme.txt history section for details"
11339082,    http-authentication-for-bbpress: Tagged version 0.1.1
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,    support-forum: Fixed a bug which affected new installs. Tagged version 2.3.1
11339082,    http-authentication-for-bbpress: Tagged version 0.1.1
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,    support-forum: tag version 3.0
11339082,    http-authentication-for-bbpress: Tagged version 0.1.1
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,    support-forum: Added missing gettext calls to strings in the admin page. Tagged version 2.1.1
11339082,    http-authentication-for-bbpress: Tagged version 0.1.1
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,    support-forum: tag 3.0.7
11339082,    http-authentication-for-bbpress: Tagged version 0.1.1
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,    support-forum: Added remove_filter call to remove bb_closed_title. Relevant for builds > 791. Tagged version 2.0.1
11339082,    http-authentication-for-bbpress: Tagged version 0.1.1
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,    support-forum: Commit and tag version 2.1
11339082,    http-authentication-for-bbpress: Tagged version 0.1.1
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,    support-forum: tag version 3.0.1
11339082,    http-authentication-for-bbpress: Tagged version 0.1.1
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,    support-forum: Tag version 3.0.6
11339082,    http-authentication-for-bbpress: Tagged version 0.1.1
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,    Create a 2.3 maintainance branch for bbPress pre-0.9 users.
11339082,    http-authentication-for-bbpress: Tagged version 0.1.1
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,"    support-forum: Updated to and tagged version 2.0 - multiple changes, see readme.txt history section for details"
11339082,    http-authentication-for-bbpress: Tagged version 0.1.1
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,    http-authentication-for-bbpress: Tagged version 0.1.1
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,"    http-authentication-for-bbpress: Added workaround for bbPress bug 670, tagged version 0.1.3"
11339082,    http-authentication-for-bbpress: Tagged version 0.1.1
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,    http-authentication-for-bbpress: Uploaded and tagged version 0.1.2 - fixes warning on init call to bb_login
11339082,    http-authentication-for-bbpress: Tagged version 0.1.1
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,    smtp-mailer-for-bbpress: Tag version 0.1
11339082,    http-authentication-for-bbpress: Tagged version 0.1.1
11339082,    http-authentication-for-bbpress: Initial import
11339082,    ldap-authentication: tagged version 1.0.1
11339082,    ldap-authentication: tagged version 1.0
11339082,    ldap-authentication: Initial import
11339082,    smtp-mailer-for-bbpress: Initial commit of trunk
